deno,A modern runtime for JavaScript and TypeScript.,https://github.com/denoland/deno,87985,87985,4746
terminal,"The new Windows Terminal and the original Windows console host, all in the same place!",https://github.com/microsoft/terminal,87581,87581,7672
PowerToys,Windows system utilities to maximize productivity,https://github.com/microsoft/PowerToys,86687,86687,4990
nodebestpractices,:white_check_mark:  The Node.js best practices list (November 2022),https://github.com/goldbergyoni/nodebestpractices,86506,86506,8947
angular,The modern web developer’s platform,https://github.com/angular/angular,86385,86385,22978
tech-interview-handbook,💯 Curated coding interview preparation materials for busy software engineers,https://github.com/yangshun/tech-interview-handbook,86292,86292,11297
material-ui,"MUI Core: Ready-to-use foundational React components, free forever. It includes Material UI, which implements Google's Material Design.",https://github.com/mui/material-ui,84611,84611,29144
ant-design,An enterprise-class UI design language and React UI library,https://github.com/ant-design/ant-design,84385,84385,38288
puppeteer,Headless Chrome Node.js API,https://github.com/puppeteer/puppeteer,81932,81932,8815
transformers,"🤗 Transformers: State-of-the-art Machine Learning for Pytorch, TensorFlow, and JAX.",https://github.com/huggingface/transformers,80991,80991,18021
vue-element-admin,:tada: A magical vue admin                                                                https://panjiachen.github.io/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,80710,80710,29234
java-design-patterns,Design patterns implemented in Java,https://github.com/iluwatar/java-design-patterns,79819,79819,24635
clean-code-javascript,:bathtub: Clean Code concepts adapted for JavaScript,https://github.com/ryanmcdermott/clean-code-javascript,79449,79449,10748
rust,Empowering everyone to build reliable and efficient software.,https://github.com/rust-lang/rust,77812,77812,10387
animate.css,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,https://github.com/animate-css/animate.css,77054,77054,16386
storybook,"Storybook is a frontend workshop for building UI components and pages in isolation. Made for UI development, testing, and documentation. ",https://github.com/storybookjs/storybook,76779,76779,8156
scrcpy,Display and control your Android device,https://github.com/Genymobile/scrcpy,76764,76764,8037
thefuck,Magnificent app which corrects your previous console command.,https://github.com/nvbn/thefuck,75789,75789,3317
models,Models and examples built with TensorFlow,https://github.com/tensorflow/models,75160,75160,46127
laravel,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",https://github.com/laravel/laravel,72406,72406,23363
LeetCodeAnimation,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,https://github.com/MisterBooo/LeetCodeAnimation,72336,72336,13813
realworld,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more 🏅",https://github.com/gothinkster/realworld,72312,72312,6743
Font-Awesome,"The iconic SVG, font, and CSS toolkit",https://github.com/FortAwesome/Font-Awesome,70893,70893,12310
papers-we-love,Papers from the computer science community to read and discuss.,https://github.com/papers-we-love/papers-we-love,69723,69723,5105
every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,https://github.com/mtdvio/every-programmer-should-know,69224,69224,6598
django,The Web framework for perfectionists with deadlines.,https://github.com/django/django,68789,68789,28631
FiraCode,Free monospaced font with programming ligatures,https://github.com/tonsky/FiraCode,68708,68708,2953
advanced-java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,https://github.com/doocs/advanced-java,68614,68614,18070
bitcoin,Bitcoin Core integration/staging tree,https://github.com/bitcoin/bitcoin,68233,68233,33800
awesome-vue,🎉 A curated list of awesome things related to Vue.js,https://github.com/vuejs/awesome-vue,67717,67717,9236
free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",https://github.com/ripienaar/free-for-dev,66757,66757,7262
opencv,Open Source Computer Vision Library,https://github.com/opencv/opencv,66489,66489,54015
gin,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",https://github.com/gin-gonic/gin,66488,66488,7229
svelte,Cybernetically enhanced web apps,https://github.com/sveltejs/svelte,65693,65693,3208
spring-boot,Spring Boot,https://github.com/spring-projects/spring-boot,65580,65580,37966
json-server,Get a full fake REST API with zero coding in less than 30 seconds (seriously),https://github.com/typicode/json-server,65529,65529,6463
Web-Dev-For-Beginners,"24 Lessons, 12 Weeks, Get Started as a Web Developer",https://github.com/microsoft/Web-Dev-For-Beginners,65522,65522,10285
hugo,The world’s fastest framework for building websites.,https://github.com/gohugoio/hugo,65362,65362,7026
moby,Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,https://github.com/moby/moby,65158,65158,18504
tailwindcss,A utility-first CSS framework for rapid UI development.,https://github.com/tailwindlabs/tailwindcss,65152,65152,3323
HelloGitHub,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",https://github.com/521xueweihan/HelloGitHub,65001,65001,8623
nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,https://github.com/nvm-sh/nvm,64730,64730,6891
frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,https://github.com/fatedier/frp,64383,64383,11114
Front-End-Checklist,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,https://github.com/thedaviddias/Front-End-Checklist,64113,64113,6153
mall,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,https://github.com/macrozheng/mall,63558,63558,26255
reveal.js,The HTML Presentation Framework,https://github.com/hakimel/reveal.js,63117,63117,16497
pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,https://github.com/pytorch/pytorch,62743,62743,17425
elasticsearch,"Free and Open, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,62718,62718,22738
webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",https://github.com/webpack/webpack,62509,62509,8625
app-ideas,A Collection of application ideas which can be used to improve your coding skills.,https://github.com/florinpop17/app-ideas,62483,62483,8225
neovim,Vim-fork focused on extensibility and usability,https://github.com/neovim/neovim,62369,62369,4436
netdata,"Real-time performance monitoring, done right! https://www.netdata.cloud",https://github.com/netdata/netdata,62004,62004,5451
flask,The Python micro framework for building web applications.,https://github.com/pallets/flask,61904,61904,15457
swift,The Swift Programming Language,https://github.com/apple/swift,61829,61829,9954
Awesome-Hacking,"A collection of various awesome lists for hackers, pentesters and security researchers",https://github.com/Hack-with-Github/Awesome-Hacking,61450,61450,8334
express,"Fast, unopinionated, minimalist web framework for node.",https://github.com/expressjs/express,59928,59928,10128
Chart.js,Simple HTML5 Charts using the <canvas> tag,https://github.com/chartjs/Chart.js,59797,59797,11758
resume.github.com,Resumes generated using the GitHub informations,https://github.com/resume/resume.github.com,59383,59383,1393
angular.js,AngularJS - HTML enhanced for web apps!,https://github.com/angular/angular.js,59270,59270,28153
redux,Predictable state container for JavaScript apps,https://github.com/reduxjs/redux,59232,59232,15364
interviews,Everything you need to know to get the job.,https://github.com/kdn251/interviews,59207,59207,12477
GitHub-Chinese-Top-Charts,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,59186,59186,8564
atom,:atom: The hackable text editor,https://github.com/atom/atom,59118,59118,18285
code-server,VS Code in the browser,https://github.com/coder/code-server,58978,58978,4907
tauri,"Build smaller, faster, and more secure desktop applications with a web frontend.",https://github.com/tauri-apps/tauri,58936,58936,1548
redis,"Redis is an in-memory database that persists on disk. The data model is key-value, but many different kind of values are supported: Strings, Lists, Sets, Sorted Sets, Hashes, Streams, HyperLogLogs, Bitmaps.",https://github.com/redis/redis,58530,58530,22209
protobuf,Protocol Buffers - Google's data interchange format,https://github.com/protocolbuffers/protobuf,58148,58148,14798
core,:house_with_garden: Open source home automation that puts local control and privacy first.,https://github.com/home-assistant/core,58131,58131,21987
markdown-here,"Google Chrome, Firefox, and Thunderbird extension that lets you write email in Markdown and render it before sending.",https://github.com/adam-p/markdown-here,58088,58088,11311
awesome-machine-learning,"A curated list of awesome Machine Learning frameworks, libraries and software.",https://github.com/josephmisiti/awesome-machine-learning,57846,57846,13855
awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.",https://github.com/jaywcjlove/awesome-mac,57822,57822,5718
godot,Godot Engine – Multi-platform 2D and 3D game engine,https://github.com/godotengine/godot,57809,57809,10073
socket.io,Realtime application framework (Node.JS server),https://github.com/socketio/socket.io,57646,57646,10163
architect-awesome,后端架构师技术图谱,https://github.com/xingshaocheng/architect-awesome,57604,57604,17645
keras,Deep Learning for humans,https://github.com/keras-team/keras,57317,57317,19293
jquery,jQuery JavaScript Library,https://github.com/jquery/jquery,57189,57189,20659
Front-end-Developer-Interview-Questions,"A list of helpful front-end related questions you can use to interview potential candidates, test yourself or completely ignore.",https://github.com/h5bp/Front-end-Developer-Interview-Questions,56483,56483,10815
ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",https://github.com/ansible/ansible,56272,56272,22981
shadowsocks-windows,A C# port of shadowsocks,https://github.com/shadowsocks/shadowsocks-windows,55832,55832,16383
nocode,The best way to write secure and reliable applications. Write nothing; deploy nowhere.,https://github.com/kelseyhightower/nocode,55816,55816,4640
lodash,"A modern JavaScript utility library delivering modularity, performance, & extras.",https://github.com/lodash/lodash,55642,55642,6809
33-js-concepts,📜 33 JavaScript concepts every developer should know.,https://github.com/leonardomso/33-js-concepts,55006,55006,7661
fastapi,"FastAPI framework, high performance, easy to learn, fast to code, ready for production",https://github.com/tiangolo/fastapi,54540,54540,4517
Apollo-11,Original Apollo 11 Guidance Computer (AGC) source code for the command and lunar modules.,https://github.com/chrislgarry/Apollo-11,54455,54455,6834
nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications on top of TypeScript & JavaScript (ES6, ES7, ES8) 🚀",https://github.com/nestjs/nest,54361,54361,6514
echarts,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",https://github.com/apache/echarts,54187,54187,19355
gatsby,The fastest frontend for the headless web. Build modern websites with React.,https://github.com/gatsbyjs/gatsby,54144,54144,10505
html5-boilerplate,"A professional front-end template for building fast, robust, and adaptable web apps or sites.",https://github.com/h5bp/html5-boilerplate,54009,54009,12139
grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",https://github.com/grafana/grafana,53980,53980,10522
awesome-react,A collection of awesome things regarding React ecosystem,https://github.com/enaqx/awesome-react,53878,53878,6577
mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,https://github.com/mermaid-js/mermaid,53843,53843,4189
awesome-interview-questions,:octocat: A curated awesome list of lists of interview questions. Feel free to contribute! :mortar_board: ,https://github.com/DopplerHQ/awesome-interview-questions,53496,53496,7465
element,A Vue.js 2.0 UI Toolkit for Web,https://github.com/ElemeFE/element,53090,53090,14444
scikit-learn,scikit-learn: machine learning in Python,https://github.com/scikit-learn/scikit-learn,52952,52952,23948
awesome-public-datasets,A topic-centric list of HQ open datasets.,https://github.com/awesomedata/awesome-public-datasets,52938,52938,9164
vite,Next generation frontend tooling. It's fast!,https://github.com/vitejs/vite,52881,52881,4632
javascript-questions,"A long list of (advanced) JavaScript questions, and their explanations :sparkles:  ",https://github.com/lydiahallie/javascript-questions,52426,52426,7424
rails,Ruby on Rails,https://github.com/rails/rails,52310,52310,20928
cs-video-courses,List of Computer Science courses with video lectures.,https://github.com/Developer-Y/cs-video-courses,51969,51969,7435
github-readme-stats,:zap: Dynamically generated stats for your github readmes,https://github.com/anuraghazra/github-readme-stats,51943,51943,14872
strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript, fully customizable and developer-first.",https://github.com/strapi/strapi,51878,51878,6312
HowToCook,程序员在家做饭方法指南。Programmer's guide about how to cook at home (Chinese only).,https://github.com/Anduin2017/HowToCook,51039,51039,7511
spring-framework,Spring Framework,https://github.com/spring-projects/spring-framework,50771,50771,35505
Best-websites-a-programmer-should-visit,:link: Some useful websites for programmers.,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,50749,50749,6727
cpython,The Python programming language,https://github.com/python/cpython,50679,50679,25808
superset,Apache Superset is a Data Visualization and Data Exploration Platform,https://github.com/apache/superset,50537,50537,10142
leetcode,推荐刷题网站：https://www.lintcode.com/?utm_source=tf-github-lucifer2022  LeetCode Solutions: A Record of My Problem Solving Journey.( leetcode题解，记录自己的leetcode解题之路。),https://github.com/azl397985856/leetcode,50469,50469,9268
Semantic-UI,Semantic is a UI component framework based around useful principles from natural language.,https://github.com/Semantic-Org/Semantic-UI,50408,50408,5105
Java,All Algorithms implemented in Java,https://github.com/TheAlgorithms/Java,50296,50296,16573
fzf,:cherry_blossom: A command-line fuzzy finder,https://github.com/junegunn/fzf,49873,49873,2135
hoppscotch,👽 Open source API development ecosystem - https://hoppscotch.io,https://github.com/hoppscotch/hoppscotch,49860,49860,3408
DeepLearning-500-questions,深度学习500问，以问答形式对常用的概率知识、线性代数、机器学习、深度学习、计算机视觉等热点问题进行阐述，以帮助自己及有需要的读者。 全书分为18个章节，50余万字。由于水平有限，书中不妥之处恳请广大读者批评指正。   未完待续............ 如有意合作，联系scutjy2015@163.com                     版权所有，违权必究       Tan 2018.06,https://github.com/scutan90/DeepLearning-500-questions,49792,49792,15451
normalize.css,A modern alternative to CSS resets,https://github.com/necolas/normalize.css,49724,49724,10962
manim,Animation engine for explanatory math videos,https://github.com/3b1b/manim,49664,49664,5206
awesome-nodejs,:zap: Delightful Node.js packages and resources,https://github.com/sindresorhus/awesome-nodejs,49635,49635,5586
react-router,Declarative routing for React,https://github.com/remix-run/react-router,49612,49612,9832
syncthing,Open Source Continuous File Synchronization,https://github.com/syncthing/syncthing,49529,49529,3676
tesseract,Tesseract Open Source OCR Engine (main repository),https://github.com/tesseract-ocr/tesseract,49151,49151,8367
requests,"A simple, yet elegant, HTTP library.",https://github.com/psf/requests,49043,49043,8966
ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",https://github.com/ionic-team/ionic-framework,48612,48612,13632
awesome-for-beginners,A list of awesome beginners-friendly projects.,https://github.com/MunGell/awesome-for-beginners,48393,48393,6111
design-resources-for-developers,"Curated list of design and UI resources from stock photos, web templates, CSS frameworks, UI libraries, tools and much more",https://github.com/bradtraversy/design-resources-for-developers,47823,47823,10008
playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",https://github.com/microsoft/playwright,47744,47744,2348
material-design-icons,Material Design icons by Google,https://github.com/google/material-design-icons,47567,47567,9529
face_recognition,The world's simplest facial recognition api for Python and the command line,https://github.com/ageitgey/face_recognition,47292,47292,12764
moment,"Parse, validate, manipulate, and display dates in javascript.",https://github.com/moment/moment,47231,47231,7120
RxJava,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,https://github.com/ReactiveX/RxJava,46824,46824,7657
bulma,Modern CSS framework based on Flexbox,https://github.com/jgthms/bulma,46792,46792,3931
guava,Google core libraries for Java,https://github.com/google/guava,46783,46783,10388
prometheus,The Prometheus monitoring system and time series database.,https://github.com/prometheus/prometheus,46739,46739,7871
